#Version
1.8.0.0

#Width
24

#Height
19

#Sprite Backgroud Layer
0,0,0,0,5,13,25,1,26,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,25,1,1,1,1,1,26,13,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15,1,1,1,1,1,1,1,1,14,0,0,0,0,0,0,0,5,13,13,13
0,0,0,15,1,1,1,1,1,1,1,1,26,13,4,0,0,0,0,5,25,1,1,1
0,0,0,2,24,1,1,1,1,1,1,1,1,1,14,0,0,0,0,15,1,1,1,1
0,0,0,0,2,12,12,24,1,1,1,1,1,1,26,13,4,0,0,2,24,1,1,1
0,0,5,13,7,13,4,2,20,38,1,1,1,1,1,1,14,0,0,0,2,24,1,1
0,5,25,1,42,1,26,7,25,1,1,1,1,1,1,1,14,0,0,0,0,15,1,1
0,15,1,1,42,1,1,42,1,1,1,1,1,1,1,27,3,0,0,0,0,15,1,1
0,15,1,1,42,1,27,6,24,1,1,1,1,1,1,26,4,0,0,0,0,15,1,1
0,15,1,1,42,1,26,4,2,12,12,24,1,1,1,1,26,4,0,0,5,25,1,27
0,9,43,43,35,1,1,14,0,0,0,2,24,1,1,1,1,26,13,7,25,1,1,14
13,25,1,1,1,1,1,14,0,0,0,0,2,24,1,1,1,1,1,42,1,1,27,3
1,1,1,1,1,1,1,14,0,5,13,4,0,2,12,24,1,1,1,42,1,1,14,0
1,1,1,1,1,1,27,3,0,15,1,26,4,0,0,15,1,1,27,6,12,12,3,0
12,12,12,12,12,12,3,0,5,25,1,1,26,4,0,2,12,12,3,0,0,0,0,0
0,0,0,0,0,0,0,0,15,1,1,1,1,14,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,1,1,1,1,14,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,12,12,12,12,3,0,0,0,0,0,0,0,0,0,0

#Sprite Foregroud Layer
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,10,2,11,2,2,11,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,2,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Connections
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Tile Types
0,16,5,1,7,1,0,1,5,0,8,4,1,376,376,376,376,376,376,376,376,376,376,1176
0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,2,0
0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
33,0,0,0,35,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
0,0,0,35,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0
0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Stages
#Map,Mode,Goal,Points,Bonus,Name,End World, then mode settings (see sample tour file for details)
0

#Vehicles
#Sprite,Stage Type, Start Column, Start Row, Min Moves, Max Moves, Sprite Paces
0

