#Version
1.8.0.0

#Width
21

#Height
16

#Sprite Backgroud Layer
1,41,1,14,0,0,15,1,14,0,0,0,0,0,0,5,13,13,4,0,0
1,1,27,3,0,0,2,12,3,0,0,0,0,0,0,15,1,1,14,0,0
24,1,26,13,13,4,0,0,0,0,0,0,0,0,0,15,1,27,3,0,0
15,1,1,1,1,14,0,0,0,0,0,0,0,0,0,2,12,3,0,0,0
2,12,12,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,13,13,13,13,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15,1,1,1,1,26,4,0,0,0,0,0,0,0
13,4,0,0,0,0,0,15,1,27,24,1,1,14,0,5,13,13,13,4,0
1,26,4,0,0,0,0,15,1,14,2,24,1,14,0,15,1,1,1,14,0
1,1,26,4,0,0,5,25,1,18,13,17,1,14,0,15,1,1,1,14,0
1,1,1,14,0,0,15,1,1,42,1,42,1,14,0,15,1,1,27,3,0

#Sprite Foregroud Layer
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,17,17,7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,0,8,17,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0
6,17,17,17,17,7,17,9,17,17,9,17,17,17,17,17,17,17,17,17,7
0,0,0,0,0,18,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18,0,8,17,17,9,17,7,0,0,0,0,0,0,0,0
0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0

#Connections
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
