#Version
1.8.0.0

#Music Category
0

#Width
28

#Height
21

#Sprite Water Layer
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7

#Sprite Backgroud Layer
0,0,0,0,0,185,193,193,193,184,0,0,0,0,0,0,0,185,193,184,0,0,0,0,0,0,0,0
0,0,0,0,0,195,181,181,181,206,184,0,0,0,185,193,193,205,181,194,0,245,253,253,253,244,0,0
0,0,0,185,193,201,223,216,181,181,194,0,0,185,205,181,181,181,181,194,0,255,241,241,241,266,244,0
0,0,185,205,181,181,181,222,181,181,206,193,193,205,181,181,181,181,207,183,0,255,241,241,241,241,254,0
0,0,195,181,181,181,207,186,204,181,181,181,181,181,181,181,181,181,194,0,0,242,264,241,241,241,254,0
0,0,195,181,181,207,183,0,195,181,181,181,181,181,181,181,181,181,194,0,0,0,242,264,241,241,254,0
0,0,195,181,181,206,193,187,205,181,181,181,181,181,181,181,181,207,183,0,0,0,0,242,264,241,254,0
0,0,182,204,181,181,181,222,181,181,181,217,223,223,223,203,192,183,0,0,0,0,0,0,242,252,243,0
0,0,0,182,204,181,181,222,181,181,181,222,181,181,181,206,184,0,0,0,0,0,185,193,193,184,0,0
185,193,193,184,182,204,181,214,223,223,223,215,181,220,181,181,206,184,0,185,193,193,205,181,181,206,184,0
195,181,181,194,185,205,181,181,181,181,181,181,207,186,204,181,181,206,187,205,181,181,181,181,181,181,194,0
195,181,181,194,195,181,181,181,181,181,181,219,188,0,195,181,181,181,222,181,181,181,181,181,181,181,194,0
195,181,181,206,205,181,181,181,181,181,181,181,206,193,205,181,181,207,186,204,181,181,181,181,181,181,194,0
182,204,181,181,181,181,181,207,192,204,181,181,181,181,181,181,207,183,0,182,204,181,181,181,181,181,194,0
0,182,192,192,192,192,192,183,0,182,192,192,192,192,192,192,183,0,0,0,182,204,181,181,181,207,183,0
305,313,313,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,192,200,223,202,193,193
315,301,301,326,313,304,0,0,0,0,0,0,0,0,0,185,193,193,193,193,184,185,193,205,181,181,181,181
302,324,301,301,301,314,0,0,0,0,0,0,0,185,193,205,181,181,181,181,206,197,181,181,181,181,181,181
0,315,301,301,301,326,304,0,185,193,193,193,193,205,181,181,181,181,181,181,181,221,181,181,181,181,181,181
0,315,301,301,301,301,314,185,205,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
0,302,312,312,312,312,303,195,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181

#Sprite Foregroud Layer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,726,81,83,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,406,83,799,0,0,0
0,0,0,0,86,81,81,91,85,0,0,0,0,0,860,0,861,0,0,0,0,0,799,82,799,0,0,0
0,0,0,907,82,0,0,0,0,0,907,0,0,0,82,0,82,0,0,789,0,0,0,84,81,851,0,0
0,0,0,907,82,0,0,0,0,86,81,81,81,81,85,81,85,905,0,0,0,0,0,94,0,0,0,0
0,0,0,0,82,0,0,0,0,82,905,0,0,0,905,905,0,0,0,0,0,0,0,98,0,799,0,0
0,0,0,0,84,81,401,91,81,85,905,0,0,0,0,0,0,0,0,0,789,0,0,98,0,0,0,0
0,0,0,0,0,0,82,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0,96,0,0,0,0
0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,82,905,0,0,0
0,608,0,0,0,0,82,0,907,0,0,0,0,0,0,0,0,0,0,0,905,0,907,82,0,0,0,0
0,82,0,0,0,905,84,81,81,81,403,0,0,0,0,404,81,81,91,81,81,405,81,85,83,907,0,0
0,84,83,0,0,0,82,905,0,0,82,0,0,0,0,82,0,0,0,0,0,907,0,0,82,0,0,789
0,0,84,81,81,81,400,0,0,0,84,81,81,81,81,85,0,0,0,0,0,0,0,907,82,907,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,907,82,0,0,0
0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0
0,857,83,0,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0
0,0,82,0,910,0,0,0,0,789,0,0,0,0,0,0,0,0,923,0,0,0,907,0,702,81,857,0
0,0,851,83,0,0,0,0,0,0,0,748,0,0,0,907,907,0,82,0,905,0,0,0,82,0,0,907
0,0,0,84,81,833,0,0,0,907,907,760,81,81,81,81,81,81,407,81,81,81,81,81,85,907,907,907
0,0,0,0,0,0,0,0,907,907,907,907,0,0,907,905,0,0,0,0,0,905,905,0,0,0,907,907

#Connections
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
0,0,0,0,5,2,2,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,2,2,0,0
0,0,0,0,1,0,0,0,0,5,2,2,2,2,8,2,3,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,4,2,10,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,9,2,2,2,6,0,0,0,0,5,2,2,2,2,2,2,2,8,6,0,0,0
0,4,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,4,2,2,2,3,0,0,0,4,2,2,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,2,0
0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,4,2,2,0,0,0,0,0,2,2,2,2,2,2,2,8,2,2,2,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Tile Types
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
